Depth,DepthTo,HorizonNum,Matrix,Mottle_1,Humose,Roots,BoundaryDistinct_Text,BoundaryDistinct_Percent,BoundaryDistinct,Total_Nitrogen,pH_H2O,Exchangeable_K,Exchangeable_Mg,BaseSaturation,TextureClass,series_id,BoundaryShape_Text,BoundaryShape_Description,StoneAbundance_Text,StoneAbundance_Percent,StoneAbundance,StoneSize_Text,StoneSize_Description,StoneSize,OrganicCarbon,CEC,Exchangeable_Ca,StoneShape_Text,StructureType_Text,Sand,Silt,Clay,Plasticity_Text,Plasticity_Description,StructureGrade_Text,StructureSize_Text,StructureSize_Percent,StructureSize,RootSize_Description,RootSize_Text,RootSize,RootAbundance_Text,RootAbundance_NumPer100,RootAbundance,CaCO3_Percent,CaCO3_Text,Stickiness_Text,Stickiness_Description,StructureStrength_Text,StructureStrength_Description,PackingDensity_Text,PackingDensity_Percent,PackingDensity,Total_Carbon,LossOnIgnition,Exchangeable_Na,StoneType_Text,MottleAbundanceText1,MottleAbundancePercent1,MottleAbundance1,MottleSharpnessText1,MottleSharpnessPercent1,MottleSharpness1,MottleSizeText1,MottleSizePercent1,MottleSize1,MottleContrast1,Texture,MottleSizeText2,MottleSizePercent2,MottleSize2,MottleAbundanceText2,MottleAbundancePercent2,MottleAbundance2,MottleSharpnessText2,MottleSharpnessPercent2,MottleSharpness2,MottleContrast2
35,80.0,3,10YR46,5YR56,0,1,Clear,2-5 cm,C 2-5 cm,0.071999996900558,6.710000038147,0.13638499379158,0.10847099870443,67.0,Clay loam/Loam,1130MF,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.44400000572205,7.6236810684204,4.7725701332092,Sub angular,Angular blocky,43.0,30.0,27.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.6700000166893,,0.083567902445793,Siliceous stones,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Coarse loamy,,,,,,,,,,
0,13.0,1,10YR44,75YR44,0,1,Clear,2-5 cm,C 2-5 cm,0.42429998517036,5.9169998168945,0.14049346745014,0.87204104661942,99.0,Clay Loam,1130MO,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,3.3900001049042,9.6819362640381,8.4784154891968,Sub rounded,Angular blocky,34.0,35.0,31.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,4.0033001899719,,0.11161586642265,Siliceous stones,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Medium,6-20mm,M 6-20mm,Distinct,Fine loamy,,,,,,,,,,
13,40.0,2,10YR44,10YR68,0,1,Clear,2-5 cm,C 2-5 cm,0.22499999403954,5.6100001335144,0.062420170754194,0.49444940686226,84.0,Clay Loam,1130MO,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,1.4900000095367,5.055483341217,3.6260876655579,Sub rounded,Angular blocky,32.0,36.0,32.0,Non-plastic,No wire is formable,Weak,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.0599999427795,,0.088008634746075,Siliceous stones,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Faint,Coarse loamy,Fine,2-6mm,F 2-6mm,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Distinct
40,51.0,3,75YR56,None,0,1,Clear,2-5 cm,C 2-5 cm,0.12300000339746,5.6529998779297,0.03250939771533,0.24215210974216,69.0,Loam,1130MO,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.63599997758865,4.7805032730103,2.9197807312012,Sub angular,Angular blocky,39.0,35.0,26.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.2967000007629,,0.090116545557976,Siliceous stones,Few,2-5 %,F 2-5 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Faint,Fine loamy,,,,,,,,,,
51,100.0,4,25Y56,10YR46,0,1,,,,0.078000001609325,5.5100002288818,0.039181306958199,0.22355057299137,69.0,Clay Loam,1130MO,,,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,0.28099998831749,2.9187088012695,1.663672208786,Angular,Massive ,42.0,30.0,28.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Very few,1-20,V 1-20,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,0.46000000834465,,0.079999998211861,Siliceous stones,,,,,,,,,,,Fine loamy,,,,,,,,,,
0,20.0,1,75YR33,10R36,1,1,Clear,2-5 cm,C 2-5 cm,0.068999998271465,5.289999961853,0.067654550075531,0.79257524013519,73.0,Loam,1130TN,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,2.8599998950958,7.5045251846313,4.5458135604858,Angular,Sub-angular blocky,51.0,33.0,16.0,Non-plastic,No wire is formable,Moderate,Fine to medium,5-20mm,FM 5-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,3.3699998855591,,0.082000002264977,Sandstone,Few,2-5 %,F 2-5 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Prominent,Coarse loamy,,,,,,,,,,
20,32.0,2,75YR44,75YR43,0,1,Clear,2-5 cm,C 2-5 cm,0.050000000745058,5.4400000572205,0.0067760492675006,0.16281542181969,45.0,Sandy Loam,1130TN,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.3910000026226,2.4258880615234,0.83378213644028,Angular,Sub-angular blocky,60.0,32.0,8.0,Non-plastic,No wire is formable,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.84399998188019,,0.082000002264977,Sandstone,Few,2-5 %,F 2-5 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Faint,Coarse loamy,,,,,,,,,,
32,60.0,3,5YR33,None,0,1,Clear,2-5 cm,C 2-5 cm,0.068000003695488,5.1199998855591,0.003000000026077,0.065797366201878,37.0,Sandy Loam,1130TN,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.13500000536442,1.2071175575256,0.29827335476875,Sub angular,Sub-angular blocky,69.0,25.0,6.0,Non-plastic,No wire is formable,Moderate,Fine to medium,5-20mm,FM 5-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.43399998545647,,0.082000002264977,Sandstone,,,,,,,,,,,Coarse loamy,,,,,,,,,,
60,75.0,4,25YR43,5YR46,0,0,Abrupt,0-2 cm,A 0-2 cm,0.037999998778105,5.0799999237061,0.003000000026077,0.083134047687054,30.0,Sandy Loam,1130TN,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,0.34000000357628,1.9916744232178,0.43321025371552,Sub rounded,Massive ,56.0,38.0,6.0,Non-plastic,No wire is formable,,,,,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.93900001049042,,0.082000002264977,Sandstone,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Medium,6-20mm,M 6-20mm,Distinct,Sandy,,,,,,,,,,
80,130.0,6,75YR34,None,0,0,,,,0.34299999475479,5.3899998664856,0.003000000026077,0.022380538284779,8.0,Sandy Loam,1130TN,,,Dominant,> 80  %,D > 80  %,2-6 mm,Fine gravels,F 2-6 mm,0.037999998778105,3.12038397789,0.14827336370945,Rounded,Single Grain ,66.0,27.0,7.0,Non-plastic,No wire is formable,,,,,,,,,,,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,,,,0.16799999773502,,0.082000002264977,Sandstone,,,,,,,,,,,Sandy,,,,,,,,,,
0,22.0,1,10YR32,75YR46,1,1,Abrupt,0-2 cm,A 0-2 cm,0.55269998311996,5.563000202179,0.31200382113457,1.5072400569916,91.0,Clay Loam,1136GV,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,5.7367000579834,15.852486610413,12.494605064392,Sub angular,Sub-angular blocky,32.0,38.0,30.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Coarse,> 5 mm,C > 5 mm,Few,2-5,F 2-5,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,6.4000000953674,,0.17415772378445,Siliceous stones,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
22,30.0,2,10YR44,75YR58,0,1,Clear,2-5 cm,C 2-5 cm,0.11900000274181,5.683000087738,0.067190863192081,0.65093636512756,81.0,Loam,1136GV,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.94630002975464,6.9826908111572,4.8113594055176,Sub angular,Angular blocky,36.0,44.0,20.0,Non-plastic,No wire is formable,Moderate,Very fine to fine,< 10mm,FF < 10mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.4266999959946,,0.11594609171152,Siliceous stones,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
30,62.0,3,10YR44,None,0,1,Clear,2-5 cm,C 2-5 cm,0.066699996590614,5.710000038147,0.047879450023174,0.37312877178192,76.0,Loam,1136GV,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.40000000596046,4.0101766586304,2.5305328369141,Angular,Sub-angular blocky,45.0,40.0,15.0,Non-plastic,No wire is formable,Moderate,Very fine to fine,< 10mm,FF < 10mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak to moderate,Show weak and moderate properties,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,0.6952999830246,,0.091139182448387,Siliceous stones,,,,,,,,,,,Carbonatic,,,,,,,,,,
62,80.0,4,10YR54,None,0,1,Clear,2-5 cm,C 2-5 cm,0.061000000685453,5.813000202179,0.06850853562355,0.35586968064308,74.0,Loam,1136GV,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.36469998955727,3.9768822193146,2.4134304523468,Angular,Sub-angular blocky,43.0,38.0,19.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Fine,5-10mm,FI 5-10mm,Very fine,< 0.5 mm,VF < 0.5 mm,None,0,N 0,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak to moderate,Show weak and moderate properties,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.62830001115799,,0.10379362106323,Siliceous stones,,,,,,,,,,,Carbonatic,,,,,,,,,,
80,99.0,5,10YR53,75YR68,0,1,,,,0.046000000089407,5.9869999885559,0.07179894298315,0.35066324472427,100.0,Loam,1136GV,,,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,0.24130000174046,0.67248833179474,2.6202583312988,Angular,Massive ,44.0,34.0,22.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,,,,,Very fine,< 0.5 mm,VF < 0.5 mm,None,0,N 0,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.4282999932766,,0.079999998211861,Siliceous stones,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Prominent,Carbonatic,Fine,2-6mm,F 2-6mm,Few,2-5 %,F 2-5 %,0.5-2 mm,Clear,C 0.5-2 mm,Distinct
0,12.0,1,5YR41,,1,1,,,,0.79900002479553,5.5,0.74944299459457,1.4811500310898,95.0,Clay Loam,1136KF,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,7.9699997901917,20.88000869751,17.273599624634,Angular,Crumbly,33.0,33.0,34.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,,,,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak to moderate,Show weak and moderate properties,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,9.8599996566772,,0.28275001049042,Sandstone,,,,,,,,,,,Fine loamy,,,,,,,,,,
12,31.0,2,10YR52,25YR34,0,1,Clear,2-5 cm,C 2-5 cm,0.44699999690056,5.9099998474121,0.19551199674606,0.91606098413467,100.0,Loam,1136KF,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,4.1799998283386,13.073497772217,12.330400466919,Angular,Sub-angular blocky,41.0,34.0,25.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,,,,Very fine,< 0.5 mm,VF < 0.5 mm,Few,20-50,F 20-50,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Weak to moderate,Show weak and moderate properties,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,5.0900001525879,,0.094593897461891,Sandstone,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Very Fine,< 2mm,VF <2mm,Distinct,Fine loamy,Medium,6-20mm,M 6-20mm,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Faint
31,50.0,3,25Y62,25Y51,0,1,,,,0.15600000321865,5.9499998092651,0.13320200145245,0.44397699832916,91.0,Loam,1136KF,Wavy,Pockets less deep than wide,Abundant,40-80 %,A 40-80 %,2-6 mm,Fine gravels,F 2-6 mm,1.0099999904633,5.9589438438416,4.7790198326111,Angular,Sub-angular blocky,47.0,33.0,20.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,Fine to medium,5-20mm,FM 5-20mm,Very fine,< 0.5 mm,VF < 0.5 mm,Very few,1-20,V 1-20,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.5800000429153,,0.082249499857426,Sandstone,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Faint,Fine loamy,,,,,,,,,,
0,10.0,1,10YR44,,0,0,Clear,2-5 cm,C 2-5 cm,0.40000000596046,7.5,,,72.0,,1150BC,Smooth,Nearly plane surface,,,,2-6 mm,Fine gravels,F 2-6 mm,4.0999999046326,29.39999961853,,,Crumbly,37.0,35.0,28.0,Non-plastic,No wire is formable,Moderate,Fine,1-2mm,FI 1-2mm,,,,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,50.0,2,75YR44,,0,0,Abrupt,0-2 cm,A 0-2 cm,0.30000001192093,7.6999998092651,,,84.0,,1150BC,Irregular,Pockets more deep than wide,,,,2-6 mm,Fine gravels,F 2-6 mm,3.2000000476837,21.799999237061,,,Crumbly,37.0,38.0,25.0,,,Moderate,Fine,1-2mm,FI 1-2mm,,,,Common,50-200,C 50-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15.0,1,75YR32,,0,0,Clear,2-5 cm,C 2-5 cm,0.34999999403954,7.5,,,80.0,,1150BG,Smooth,Nearly plane surface,,,,,,,3.2999999523163,29.799999237061,,,Granular,54.0,8.0,28.0,,,Weak,Very fine to fine,< 2mm,FF < 2mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,29.0,2,75YR42,,0,0,Abrupt,0-2 cm,A 0-2 cm,,7.8000001907349,,,76.0,,1150BG,Irregular,Pockets more deep than wide,,,,2-6 mm,Fine gravels,F 2-6 mm,0.80000001192093,17.60000038147,,,Sngblk 2 Gran,50.0,32.0,18.0,,,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,42.0,3,25YR42,,0,0,Abrupt,0-2 cm,A 0-2 cm,,8.0,,,79.0,,1150BG,Irregular,Pockets more deep than wide,,,,,,,0.30000001192093,12.199999809265,,,,54.0,29.0,17.0,,,Weak,,,,,,,Common,50-200,C 50-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,4,,,0,0,,,,,8.1999998092651,,,0.0,,1150BG,,,,,,2-6 mm,Fine gravels,F 2-6 mm,0.5,4.0,,,Single Grain ,73.0,17.0,10.0,,,,,,,,,,Common,50-200,C 50-200,5-15 %,Strongly visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39.0,1,10YR32,None,0,1,Abrupt,0-2 cm,A 0-2 cm,0.27300000190735,6.8699998855591,0.042623937129974,0.39266186952591,99.0,Sandy Loam,1150CN,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,2-6 cm,Coarse gravels,C 2-6 cm,2.3599998950958,15.542212486267,14.895593643188,Sub angular,Sub-angular blocky,67.0,21.0,12.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.7999999523163,,0.082000002264977,Limestone,,,,,,,,,,,Coarse loamy,,,,,,,,,,
39,60.0,2,25Y52,None,0,1,,,,0.01799999922514,8.1700000762939,0.013862191699445,0.079639971256256,100.0,Loamy Sand,1150CN,,,Abundant,40-80 %,A 40-80 %,6-20 cm,Stones,S 6-20 cm,0.26800000667572,3.3119790554047,4.0976319313049,Sub angular,Single Grain ,74.0,21.0,5.0,Non-plastic,No wire is formable,Weak,,,,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,5-15 %,Strongly visible,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,6.460000038147,,0.082000002264977,Limestone,,,,,,,,,,,Sandy,,,,,,,,,,
0,15.0,1,10YR32,10YR58,0,0,Gradual,5-15 cm,G 5-15 cm,0.52999997138977,6.5999999046326,,,0.0,,1150KF,Smooth,Nearly plane surface,,,,2-6 mm,Fine gravels,F 2-6 mm,4.5999999046326,43.599998474121,,,Crumbly,24.0,32.0,42.0,,,Weak,Fine,1-2mm,FI 1-2mm,,,,Common,50-200,C 50-200,,,,,,,,,,,,,,Few,2-5 %,F 2-5 %,,,,Fine,2-6mm,F 2-6mm,Faint,,,,,,,,,,,
15,25.0,2,10YR42,10YR58,0,0,Gradual,5-15 cm,G 5-15 cm,0.31000000238419,7.0999999046326,,,0.0,,1150KF,Smooth,Nearly plane surface,,,,2-6 mm,Fine gravels,F 2-6 mm,2.4000000953674,32.0,,,Crumbly,26.0,31.0,43.0,,,Weak,Fine,1-2mm,FI 1-2mm,,,,Common,50-200,C 50-200,2-5 %,Visible,,,,,,,,,,,,Few,2-5 %,F 2-5 %,,,,Fine,2-6mm,F 2-6mm,Faint,,,,,,,,,,,
25,64.0,3,10YR44,,0,0,Clear,2-5 cm,C 2-5 cm,0.15000000596046,7.3000001907349,,,0.0,,1150KF,Irregular,Pockets more deep than wide,,,,2-6 mm,Fine gravels,F 2-6 mm,1.2000000476837,22.799999237061,,,Sub-angular blocky,19.0,32.0,49.0,,,Weak,Medium,10-20mm,ME 10-20mm,,,,Many,> 200,M > 200,2-5 %,Visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,89.0,4,10YR63,,0,0,Gradual,5-15 cm,G 5-15 cm,0.050000000745058,7.5,,,0.0,,1150KF,Smooth,Nearly plane surface,,,,2-6 mm,Fine gravels,F 2-6 mm,0.5,6.1999998092651,,,Mas 2 Sgrain ,26.0,35.0,39.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,,,,,,,,Few,20-50,F 20-50,2-5 %,Visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,99.0,5,10YR74,,0,0,,,,0.050000000745058,7.6999998092651,,,0.0,,1150KF,,,,,,2-6 mm,Fine gravels,F 2-6 mm,0.5,6.1999998092651,,,Massive ,30.0,32.0,38.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,,,,,,,,,,,2-5 %,Visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,25.0,1,10YR44,5YR44,0,1,Abrupt,0-2 cm,A 0-2 cm,0.31000000238419,5.8800001144409,0.18550500273705,1.030210018158,100.0,Loam,1153CK,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,2.3499999046326,7.8839583396912,8.0109901428223,Angular,Sub-angular blocky,36.0,43.0,21.0,Non-plastic,No wire is formable,Moderate,Fine to medium,5-20mm,FM 5-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.960000038147,,0.10366699844599,Shale,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Prominent,Coarse loamy,,,,,,,,,,
25,70.0,2,10YR46,10YR36,0,1,Clear,2-5 cm,C 2-5 cm,0.11100000143051,7.4200000762939,0.095019698143005,0.20514799654484,100.0,Loam,1153CK,Irregular,Pockets more deep than wide,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.56499999761581,9.2153244018555,8.9506397247314,Sub angular,Angular blocky,41.0,42.0,17.0,Non-plastic,No wire is formable,Moderate,,,,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.8740000128746,,0.082000002264977,Shale,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Faint,Fine loamy,,,,,,,,,,
35,90.0,3,10YR53,75YR56,0,1,Clear,2-5 cm,C 2-5 cm,0.026000000536442,8.2700004577637,0.16075399518013,0.040313098579645,100.0,Loam,1153CK,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.22699999809265,4.267156124115,6.4982900619507,Sub angular,Massive ,55.0,35.0,10.0,Non-plastic,No wire is formable,,,,,Very fine,< 0.5 mm,VF < 0.5 mm,Very few,1-20,V 1-20,5-15 %,Strongly visible,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,5.210000038147,,0.082000002264977,Limestone,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Loamy,,,,,,,,,,
90,120.0,4,10YR61,10YR64,0,0,,,,0.020999999716878,8.539999961853,0.13786299526691,0.14893500506878,100.0,Loam,1153CK,,,Many,15-40 %,M 15-40 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.22499999403954,10.637989997864,24.954599380493,Sub angular,Massive ,43.0,43.0,14.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,,,,,,,,,,,5-15 %,Strongly visible,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,6.5999999046326,,0.082000002264977,Limestone,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Coarse,> 20mm,A >20mm,Distinct,Clayey,,,,,,,,,,
